timestamp;user;category;application;event_type;event_relevance;event_src_path;event_dest_path;clipboard_content;mouse_coord;workbook;current_worksheet;worksheets;sheets;cell_content;cell_range;cell_range_number;window_size;slides;effect;hotkey;id;title;description;browser_url;eventQual;tab_moved_from_index;tab_moved_to_index;newZoomFactor;oldZoomFactor;tab_pinned;tab_audible;tab_muted;window_ingognito;file_size;tag_category;tag_type;tag_name;tag_title;tag_value;tag_checked;tag_html;tag_href;tag_innerText;tag_option;tag_attributes;xpath;xpath_full;screenshot
2026-10-03T09:00:00.986;Leonardo;Browser;Chrome;navigateTo;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/auth;;;;;;;;;;;;;;;;;;;;;;;;
2026-10-03T09:00:05.977;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/auth;;;;;;;;;;;;button;;;;;;;Login;;;;;
2026-10-03T09:00:11.562;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance-hub;;;;;;;;;;;;button;;;;;;;Open Finance Workspace;;;;;
2026-10-03T09:00:16.975;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/operations-hub;;;;;;;;;;;;button;;;;;;;Open Operations Workspace;;;;;
2026-10-03T09:00:22.294;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/ledger-hub;;;;;;;;;;;;button;;;;;;;Load Ledger Snapshot;;;;;
2026-10-03T09:00:28.923;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Case REF-801;;;;;
2026-10-03T09:00:31.587;Leonardo;Browser;Chrome;paste;;;;REF-801;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;;;;;;;;;;;;;
2026-10-03T09:00:37.912;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Approve REF-801;;;;;
2026-10-03T09:00:43.196;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Open INV-501;;;;;
2026-10-03T09:00:46.410;Leonardo;Browser;Chrome;paste;;;;INV-501;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;;;;;;;;;;;;;
2026-10-03T09:00:51.192;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Approve INV-501;;;;;
2026-10-03T09:00:54.929;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/ledger;;;;;;;;;;;;button;;;;;;;Acct ACC-601;;;;;
2026-10-03T09:01:00.709;Leonardo;Browser;Chrome;paste;;;;ACC-601;;;;;;;;;;;;;;;;https://erp.internal.com/ledger;;;;;;;;;;;;;;;;;;;;;;;;
2026-10-03T09:01:02.563;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/ledger;;;;;;;;;;;;button;;;;;;;Reconcile ACC-601;;;;;
2026-10-03T09:01:07.765;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/support;;;;;;;;;;;;a;;;;;;;Ticket TKT-901;;;;;
2026-10-03T09:01:13.738;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/support;;;;;;;;;;;;button;;;;;;;Resolve TKT-901;;;;;
2026-10-03T09:01:16.951;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/support;;;;;;;;;;;;button;;;;;;;Close TKT-901;;;;;
2026-10-03T09:01:18.164;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/hr;;;;;;;;;;;;button;;;;;;;File EMP-301;;;;;
2026-10-03T09:01:24.136;Leonardo;Browser;Chrome;paste;;;;EMP-301;;;;;;;;;;;;;;;;https://erp.internal.com/hr;;;;;;;;;;;;;;;;;;;;;;;;
2026-10-03T09:01:26.347;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/hr;;;;;;;;;;;;button;;;;;;;Save EMP-301;;;;;
2026-10-03T09:01:29.130;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Case REF-802;;;;;
2026-10-03T09:01:35.434;Leonardo;Browser;Chrome;paste;;;;REF-802;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;;;;;;;;;;;;;
2026-10-03T09:01:40.705;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Approve REF-802;;;;;
2026-10-03T09:01:45.631;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Open INV-502;;;;;
2026-10-03T09:01:48.755;Leonardo;Browser;Chrome;paste;;;;INV-502;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;;;;;;;;;;;;;
2026-10-03T09:01:51.611;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Approve INV-502;;;;;
