timestamp;user;category;application;event_type;event_relevance;event_src_path;event_dest_path;clipboard_content;mouse_coord;workbook;current_worksheet;worksheets;sheets;cell_content;cell_range;cell_range_number;window_size;slides;effect;hotkey;id;title;description;browser_url;eventQual;tab_moved_from_index;tab_moved_to_index;newZoomFactor;oldZoomFactor;tab_pinned;tab_audible;tab_muted;window_ingognito;file_size;tag_category;tag_type;tag_name;tag_title;tag_value;tag_checked;tag_html;tag_href;tag_innerText;tag_option;tag_attributes;xpath;xpath_full;screenshot
2026-09-03T09:00:00.254;Leonardo;Browser;Chrome;navigateTo;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/auth;;;;;;;;;;;;;;;;;;;;;;;;
2026-09-03T09:00:04.766;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/auth;;;;;;;;;;;;button;;;;;;;Login;;;;;
2026-09-03T09:00:09.174;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance-hub;;;;;;;;;;;;button;;;;;;;Open Finance Workspace;;;;;
2026-09-03T09:00:11.196;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/operations-hub;;;;;;;;;;;;button;;;;;;;Open Operations Workspace;;;;;
2026-09-03T09:00:17.696;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Case REF-801;;;;;
2026-09-03T09:00:21.619;Leonardo;Browser;Chrome;paste;;;;REF-801;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;;;;;;;;;;;;;
2026-09-03T09:00:23.138;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Approve REF-801;;;;;
2026-09-03T09:00:26.544;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Open INV-501;;;;;
2026-09-03T09:00:28.171;Leonardo;Browser;Chrome;paste;;;;INV-501;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;;;;;;;;;;;;;
2026-09-03T09:00:33.192;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Approve INV-501;;;;;
