timestamp;user;category;application;event_type;event_relevance;event_src_path;event_dest_path;clipboard_content;mouse_coord;workbook;current_worksheet;worksheets;sheets;cell_content;cell_range;cell_range_number;window_size;slides;effect;hotkey;id;title;description;browser_url;eventQual;tab_moved_from_index;tab_moved_to_index;newZoomFactor;oldZoomFactor;tab_pinned;tab_audible;tab_muted;window_ingognito;file_size;tag_category;tag_type;tag_name;tag_title;tag_value;tag_checked;tag_html;tag_href;tag_innerText;tag_option;tag_attributes;xpath;xpath_full;screenshot
2026-10-05T09:00:00.986;Leonardo;Browser;Chrome;navigateTo;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/auth;;;;;;;;;;;;;;;;;;;;;;;;
2026-10-05T09:00:05.977;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/auth;;;;;;;;;;;;button;;;;;;;Login;;;;;
2026-10-05T09:00:11.562;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance-hub;;;;;;;;;;;;button;;;;;;;Open Finance Workspace;;;;;
2026-10-05T09:00:16.975;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/operations-hub;;;;;;;;;;;;button;;;;;;;Open Operations Workspace;;;;;
2026-10-05T09:00:22.294;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/ledger-hub;;;;;;;;;;;;button;;;;;;;Load Ledger Snapshot;;;;;
2026-10-05T09:00:28.587;Leonardo;Browser;Chrome;tabChange;;;;;;;;;;;;;;;;;;;;https://mail.google.com;;;;;;;;;;;;;;;;;;;;;;;;
2026-10-05T09:00:34.196;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Case REF-801;;;;;
2026-10-05T09:00:37.245;Leonardo;Browser;Chrome;mouseMove;;;;;(1103,85);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026-10-05T09:00:41.505;Leonardo;Browser;Chrome;zoomChange;;;;;;;;;;;;;;;;;;;;;;;;1.25;1.0;;;;;;;;;;;;;;;;;;;
2026-10-05T09:00:47.765;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Case REF-802;;;;;
2026-10-05T09:00:53.115;Leonardo;Browser;Chrome;copy;;;;lunch at 1?;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026-10-05T09:00:59.136;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Case REF-803;;;;;
2026-10-05T09:01:01.714;Leonardo;Browser;Chrome;mouseMove;;;;;(1593,950);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026-10-05T09:01:04.551;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Case REF-804;;;;;
2026-10-05T09:01:08.631;Leonardo;Browser;Chrome;scroll;;;;;(0,2722);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
