timestamp;user;category;application;event_type;event_relevance;event_src_path;event_dest_path;clipboard_content;mouse_coord;workbook;current_worksheet;worksheets;sheets;cell_content;cell_range;cell_range_number;window_size;slides;effect;hotkey;id;title;description;browser_url;eventQual;tab_moved_from_index;tab_moved_to_index;newZoomFactor;oldZoomFactor;tab_pinned;tab_audible;tab_muted;window_ingognito;file_size;tag_category;tag_type;tag_name;tag_title;tag_value;tag_checked;tag_html;tag_href;tag_innerText;tag_option;tag_attributes;xpath;xpath_full;screenshot
2026-09-05T09:00:00.254;Leonardo;Browser;Chrome;navigateTo;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/auth;;;;;;;;;;;;;;;;;;;;;;;;
2026-09-05T09:00:04.766;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/auth;;;;;;;;;;;;button;;;;;;;Login;;;;;
2026-09-05T09:00:09.174;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance-hub;;;;;;;;;;;;button;;;;;;;Open Finance Workspace;;;;;
2026-09-05T09:00:11.196;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/operations-hub;;;;;;;;;;;;button;;;;;;;Open Operations Workspace;;;;;
2026-09-05T09:00:17.159;Leonardo;Browser;Chrome;copy;;;;TODO call bank;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026-09-05T09:00:23.188;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Case REF-801;;;;;
2026-09-05T09:00:25.171;Leonardo;Browser;Chrome;scroll;;;;;(0,471);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026-09-05T09:00:30.534;Leonardo;Browser;Chrome;mouseMove;;;;;(1693,253);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026-09-05T09:00:36.745;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Case REF-802;;;;;
2026-09-05T09:00:39.699;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Case REF-803;;;;;
2026-09-05T09:00:45.326;Leonardo;Browser;Chrome;mouseMove;;;;;(1140,272);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026-09-05T09:00:47.529;Leonardo;Browser;Chrome;mouseHover;;;;;(1107,241);;;;;;;;;;;;;;;;;;;;;;;;;;;div;;;;;;;;;;;;
2026-09-05T09:00:51.415;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Open INV-501;;;;;
2026-09-05T09:00:57.695;Leonardo;Browser;Chrome;scroll;;;;;(0,1625);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2026-09-05T09:00:59.660;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Open INV-502;;;;;
2026-09-05T09:01:01.161;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Open INV-503;;;;;
2026-09-05T09:01:07.796;Leonardo;Browser;Chrome;copy;;;;ok;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
