timestamp;user;category;application;event_type;event_relevance;event_src_path;event_dest_path;clipboard_content;mouse_coord;workbook;current_worksheet;worksheets;sheets;cell_content;cell_range;cell_range_number;window_size;slides;effect;hotkey;id;title;description;browser_url;eventQual;tab_moved_from_index;tab_moved_to_index;newZoomFactor;oldZoomFactor;tab_pinned;tab_audible;tab_muted;window_ingognito;file_size;tag_category;tag_type;tag_name;tag_title;tag_value;tag_checked;tag_html;tag_href;tag_innerText;tag_option;tag_attributes;xpath;xpath_full;screenshot
2026-06-23T09:00:05.000;Leonardo;Browser;Chrome;navigateTo;;;;;;;;;;;;;;;;;;;;https://amm.diag.uniroma1.it/auth;;;;;;;;;;;;;;;;;;;;;;;;
2026-06-23T09:00:10.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://amm.diag.uniroma1.it/auth;;;;;;;;;;;;button;;;;;;;Accedi con credenziali Sapienza;;;;;
2026-06-23T09:00:15.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://amm.diag.uniroma1.it/home;;;;;;;;;;;;button;;;;;;;Apri Webmail di Ateneo;;;;;
2026-06-23T09:00:20.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://amm.diag.uniroma1.it/home;;;;;;;;;;;;button;;;;;;;Apri Gestionale Contabile U-GOV;;;;;
2026-06-23T09:00:25.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://amm.diag.uniroma1.it/home;;;;;;;;;;;;button;;;;;;;Apri Portale Acquisti e Fornitori;;;;;
2026-06-23T09:00:30.000;Leonardo;Email;Outlook;openMail;;;;;;;;;;;;;;;;;;Richiesta autorizzazione trasferta TA-2601;;;;;;;;;;;;;;;;;;;;;Autorizzazione trasferta TA-2601;;;;;
2026-06-23T09:01:40.000;Leonardo;Email;Outlook;openMail;;;;;;;;;;;;;;;;;;Rimborso spese missione RM-511;;;;;;;;;;;;;;;;;;;;;Rimborso missione RM-511;;;;;
2026-06-23T09:02:35.000;Leonardo;Email;Outlook;openMail;;;;;;;;;;;;;;;;;;Ordine d'acquisto PO-7401 da approvare;;;;;;;;;;;;;;;;;;;;;Ordine acquisto PO-7401;;;;;
2026-06-23T09:03:20.000;Leonardo;Browser;Chrome;navigateTo;;;;;;;;;;;;;;;;;;;;https://amm.diag.uniroma1.it/assegni/pratiche-aperte;;;;;;;;;;;;;;;;;;;;;;;;
2026-06-23T09:00:35.000;Leonardo;Email;Outlook;downloadAttachment;;;C:/Downloads/Richiesta_Trasferta_TA-2601.xlsx;;;;;;;;;;;;;;;;;;;;;;;;;;;18KB;;;;;;;;;;;;;;
2026-06-23T09:01:45.000;Leonardo;Email;Outlook;downloadAttachment;;;C:/Downloads/ricevute_RM-511.pdf;;;;;;;;;;;;;;;;;;;;;;;;;;;240KB;;;;;;;;;;;;;;
2026-06-23T09:02:40.000;Leonardo;Browser;Chrome;navigateTo;;;;;;;;;;;;;;;;;;;;https://amm.diag.uniroma1.it/acquisti/ordine;;;;;;;;;;;;;;;;;;;;;;;;
2026-06-23T09:03:25.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://amm.diag.uniroma1.it/assegni/pratiche-aperte;;;;;;;;;;;;button;;;;;;;Apri pratica assegno AS-331;;;;;
2026-06-23T09:00:40.000;Leonardo;MicrosoftOffice;Excel;openWorkbook;;;;;;Richiesta_Trasferta_TA-2601.xlsx;Foglio1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
