timestamp;user;category;application;event_type;event_relevance;event_src_path;event_dest_path;clipboard_content;mouse_coord;workbook;current_worksheet;worksheets;sheets;cell_content;cell_range;cell_range_number;window_size;slides;effect;hotkey;id;title;description;browser_url;eventQual;tab_moved_from_index;tab_moved_to_index;newZoomFactor;oldZoomFactor;tab_pinned;tab_audible;tab_muted;window_ingognito;file_size;tag_category;tag_type;tag_name;tag_title;tag_value;tag_checked;tag_html;tag_href;tag_innerText;tag_option;tag_attributes;xpath;xpath_full;screenshot
2026-07-02T09:00:00.000;Leonardo;Browser;Chrome;open;;;;;;;;;;;;;;;;;;;;https://erp.internal.com;;;;;;;;;;;;;;;;;;;;;;;;
2026-07-02T09:00:05.000;Leonardo;Browser;Chrome;navigateTo;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/auth;;;;;;;;;;;;;;;;;;;;;;;;
2026-07-02T09:00:10.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/auth;;;;;;;;;;;;button;;;;;;;Login;;;;;
2026-07-02T09:01:00.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;New Refund;;;;;
2026-07-02T09:01:05.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;New Refund;;;;;
2026-07-02T09:01:10.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;New Refund;;;;;
2026-07-02T09:01:15.000;Leonardo;Browser;Chrome;paste;;;;REF-801;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;;;;;;;;;;;;;
2026-07-02T09:01:20.000;Leonardo;Browser;Chrome;paste;;;;REF-802;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;;;;;;;;;;;;;
2026-07-02T09:01:25.000;Leonardo;Browser;Chrome;paste;;;;REF-803;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;;;;;;;;;;;;;
2026-07-02T09:01:30.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Confirm Refund;;;;;
2026-07-02T09:01:35.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Confirm Refund;;;;;
2026-07-02T09:01:40.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/billing;;;;;;;;;;;;button;;;;;;;Confirm Refund;;;;;
2026-07-02T09:01:45.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/support;;;;;;;;;;;;a;;;;;;;Ticket TKT-901;;;;;
2026-07-02T09:01:50.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/support;;;;;;;;;;;;a;;;;;;;Ticket TKT-902;;;;;
2026-07-02T09:01:55.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/support;;;;;;;;;;;;a;;;;;;;Ticket TKT-903;;;;;
2026-07-02T09:02:00.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/support;;;;;;;;;;;;button;;;;;;;Resolve;;;;;
2026-07-02T09:02:05.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/support;;;;;;;;;;;;button;;;;;;;Resolve;;;;;
2026-07-02T09:02:10.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/support;;;;;;;;;;;;button;;;;;;;Resolve;;;;;
2026-07-02T09:02:15.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/support;;;;;;;;;;;;button;;;;;;;Close Ticket;;;;;
2026-07-02T09:02:20.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/support;;;;;;;;;;;;button;;;;;;;Close Ticket;;;;;
2026-07-02T09:02:25.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/support;;;;;;;;;;;;button;;;;;;;Close Ticket;;;;;
2026-07-02T09:02:30.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Open Invoice;;;;;
2026-07-02T09:02:35.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Open Invoice;;;;;
2026-07-02T09:02:40.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Open Invoice;;;;;
2026-07-02T09:02:45.000;Leonardo;Browser;Chrome;paste;;;;INV-501;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;;;;;;;;;;;;;
2026-07-02T09:02:50.000;Leonardo;Browser;Chrome;paste;;;;INV-502;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;;;;;;;;;;;;;
2026-07-02T09:02:55.000;Leonardo;Browser;Chrome;paste;;;;INV-503;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;;;;;;;;;;;;;
2026-07-02T09:03:00.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Approve;;;;;
2026-07-02T09:03:05.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Approve;;;;;
2026-07-02T09:03:10.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/finance;;;;;;;;;;;;button;;;;;;;Approve;;;;;
2026-07-02T09:03:15.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/hr;;;;;;;;;;;;button;;;;;;;Add Employee;;;;;
2026-07-02T09:03:20.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/hr;;;;;;;;;;;;button;;;;;;;Add Employee;;;;;
2026-07-02T09:03:25.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/hr;;;;;;;;;;;;button;;;;;;;Add Employee;;;;;
2026-07-02T09:03:30.000;Leonardo;Browser;Chrome;paste;;;;EMP-301;;;;;;;;;;;;;;;;https://erp.internal.com/hr;;;;;;;;;;;;;;;;;;;;;;;;
2026-07-02T09:03:35.000;Leonardo;Browser;Chrome;paste;;;;EMP-302;;;;;;;;;;;;;;;;https://erp.internal.com/hr;;;;;;;;;;;;;;;;;;;;;;;;
2026-07-02T09:03:40.000;Leonardo;Browser;Chrome;paste;;;;EMP-303;;;;;;;;;;;;;;;;https://erp.internal.com/hr;;;;;;;;;;;;;;;;;;;;;;;;
2026-07-02T09:03:45.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/hr;;;;;;;;;;;;button;;;;;;;Save Profile;;;;;
2026-07-02T09:03:50.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/hr;;;;;;;;;;;;button;;;;;;;Save Profile;;;;;
2026-07-02T09:03:55.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/hr;;;;;;;;;;;;button;;;;;;;Save Profile;;;;;
2026-07-02T09:04:00.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/warehouse;;;;;;;;;;;;a;;;;;;;Stock SKU-701;;;;;
2026-07-02T09:04:05.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/warehouse;;;;;;;;;;;;a;;;;;;;Stock SKU-702;;;;;
2026-07-02T09:04:10.000;Leonardo;Browser;Chrome;click;;;;;;;;;;;;;;;;;;;;https://erp.internal.com/warehouse;;;;;;;;;;;;a;;;;;;;Stock SKU-703;;;;;
2026-07-02T09:04:15.000;Leonardo;Browser;Chrome;paste;;;;SKU-701;;;;;;;;;;;;;;;;https://erp.internal.com/warehouse;;;;;;;;;;;;;;;;;;;;;;;;
2026-07-02T09:04:20.000;Leonardo;Browser;Chrome;paste;;;;SKU-702;;;;;;;;;;;;;;;;https://erp.internal.com/warehouse;;;;;;;;;;;;;;;;;;;;;;;;
